,Banner_type0,Banner_type1,Banner_type2,Banner_type3,Banner_type4
28231,0,0,0,0,0
28232,1,1,0,1,0
28233,1,1,1,0,1
28234,1,1,1,1,1
28235,1,1,0,1,1
28236,0,1,1,0,0
28237,1,0,1,0,0
28238,0,0,0,1,1
28239,1,1,1,0,1
28240,0,1,0,0,0
28241,1,0,1,0,1
28242,0,1,0,0,0
28243,0,1,1,1,1
28244,0,1,0,0,1
28245,0,1,0,1,0
28246,0,0,0,0,1
28247,0,1,1,1,1
28248,1,0,1,1,1
28249,0,0,1,1,1
28250,0,1,0,1,1
28251,1,0,1,0,0
28252,0,0,1,1,0
28253,0,0,0,1,0
28254,0,0,0,1,0
28255,1,1,0,1,0
28256,1,1,0,0,1
28257,1,1,0,1,0
28258,1,1,1,0,1
28259,0,0,1,1,0
28260,1,0,0,1,0
28261,1,1,1,1,1
28262,1,0,1,0,0
28263,0,1,0,1,1
28264,1,1,1,0,0
28265,1,0,1,0,0
28266,1,1,1,0,1
28267,0,0,0,0,1
28268,0,0,0,1,1
28269,1,1,0,0,1
28270,1,0,0,0,1
28271,0,0,1,1,0
28272,1,1,1,1,0
28273,0,0,1,1,1
28274,1,1,0,0,1
28275,0,0,0,0,1
28276,0,1,1,0,1
28277,0,1,0,0,0
28278,0,1,0,1,1
28279,0,1,1,0,1
28280,1,1,0,0,1
28281,1,0,0,0,0
28282,1,1,0,0,0
28283,0,1,1,1,0
28284,0,1,0,0,0
28285,1,1,1,0,0
28286,0,0,1,1,0
28287,0,0,1,0,0
28288,1,1,1,1,1
28289,1,0,1,0,0
28290,0,0,1,0,1
28291,1,0,1,1,0
28292,1,1,1,1,0
28293,0,1,0,0,1
28294,1,1,0,1,0
28295,1,1,0,1,0
28296,0,1,0,0,1
28297,0,1,0,1,1
28298,1,1,0,0,1
28299,0,1,0,0,1
28300,1,0,1,0,0
28301,1,0,0,0,1
28302,0,0,0,1,0
28303,0,0,0,0,1
28304,1,0,0,1,1
28305,0,1,0,0,1
28306,1,1,0,1,1
28307,1,1,0,1,0
28308,0,1,0,1,0
28309,0,0,0,1,1
28310,1,0,0,1,0
28311,0,0,1,1,1
28312,0,0,1,1,1
28313,0,1,0,1,0
28314,1,0,1,1,0
28315,0,1,1,1,0
28316,0,1,1,0,1
28317,1,1,0,0,0
28318,0,1,0,1,0
28319,0,1,1,1,0
28320,0,1,1,0,1
28321,0,1,0,0,0
28322,0,0,1,1,1
28323,0,1,0,1,0
28324,0,1,0,0,0
28325,0,0,0,0,0
28326,0,0,0,1,1
28327,0,0,1,0,0
28328,0,0,1,0,1
28329,0,1,0,0,0
28330,1,0,1,1,1
28331,1,0,0,0,1
28332,0,1,0,1,1
28333,0,0,0,1,0
28334,0,1,0,0,0
28335,1,0,1,0,0
28336,1,0,0,0,1
28337,1,1,1,0,1
28338,1,0,1,0,0
28339,1,0,1,1,0
28340,1,0,0,1,1
28341,1,1,0,1,0
28342,1,0,0,0,0
28343,1,0,1,0,0
28344,0,0,0,0,0
28345,0,0,1,0,0
28346,1,0,1,1,0
28347,0,0,1,0,1
28348,1,1,1,1,0
28349,1,1,1,0,1
28350,1,1,0,0,0
28351,0,1,1,0,1
28352,1,0,1,0,0
28353,1,0,0,0,0
28354,1,0,0,1,1
28355,0,0,0,1,1
28356,1,0,1,1,1
28357,1,0,0,0,1
28358,0,0,1,0,0
28359,0,1,1,0,0
28360,0,1,1,1,1
28361,0,1,0,1,0
28362,1,0,0,1,1
28363,1,0,1,1,1
28364,0,0,0,1,0
28365,1,1,1,0,0
28366,1,0,1,0,1
28367,1,1,0,0,1
28368,0,1,1,0,0
28369,0,0,1,1,0
28370,1,0,1,0,0
28371,0,1,1,0,1
28372,1,1,1,0,0
28373,0,1,0,0,0
28374,1,0,1,0,0
28375,1,0,0,1,0
28376,1,0,0,0,0
28377,1,1,1,0,0
28378,0,1,0,0,0
28379,1,0,0,1,1
28380,1,1,1,0,1
28381,1,0,1,1,0
28382,1,1,0,0,1
28383,0,1,0,0,1
28384,1,0,0,1,1
28385,1,0,1,0,0
28386,1,0,0,1,1
28387,1,0,0,0,0
28388,0,1,1,0,1
28389,1,0,0,1,1
28390,1,0,1,0,1
28391,0,0,1,1,1
28392,0,0,0,0,0
28393,0,0,1,0,0
28394,1,0,1,0,0
28395,1,0,1,0,1
28396,0,0,1,1,0
28397,1,1,0,0,1
28398,0,1,0,1,1
28399,0,1,1,1,0
28400,0,1,1,0,0
28401,1,0,0,1,0
28402,1,0,0,1,1
28403,1,0,1,1,1
28404,0,1,1,0,1
28405,0,0,1,1,0
28406,1,1,0,0,0
28407,1,0,1,1,1
28408,0,1,0,1,0
28409,0,1,1,0,1
28410,1,1,0,1,0
28411,1,0,1,0,0
28412,1,0,0,0,1
28413,1,0,0,0,1
28414,1,0,1,1,1
28415,1,0,0,1,0
28416,1,0,0,1,1
28417,0,0,1,0,1
28418,0,0,1,0,0
28419,1,1,0,0,1
28420,1,1,1,1,1
28421,0,1,0,1,1
28422,1,0,1,1,1
28423,1,1,1,1,0
28424,0,0,0,0,1
28425,1,1,1,0,0
28426,0,1,1,0,1
28427,0,1,1,1,0
28428,1,1,0,0,0
28429,0,0,0,1,1
28430,0,0,1,0,0
28431,0,1,1,1,1
28432,0,1,0,1,0
28433,0,0,0,0,0
28434,0,0,0,1,0
28435,0,0,1,1,0
28436,1,0,0,1,1
28437,0,0,1,0,0
28438,0,1,0,0,0
28439,0,1,1,1,0
28440,1,1,1,0,0
28441,0,0,1,0,1
28442,0,0,0,1,0
28443,1,1,0,0,0
28444,1,1,0,1,1
28445,1,1,0,0,1
28446,0,1,1,0,1
28447,1,0,0,0,1
28448,1,0,1,1,0
28449,0,1,1,0,0
28450,0,1,1,1,0
28451,0,1,1,1,1
28452,0,0,0,0,0
28453,1,0,0,1,1
28454,1,0,1,1,0
28455,1,0,0,0,0
28456,0,0,0,1,0
28457,1,1,1,1,0
28458,0,0,1,1,0
28459,1,0,0,1,0
28460,0,0,1,0,1
28461,1,1,1,1,1
28462,1,0,1,0,1
28463,0,1,1,0,1
28464,0,0,0,1,0
28465,1,1,0,0,0
28466,0,1,1,0,0
28467,1,1,0,1,0
28468,0,0,1,0,0
28469,0,1,0,1,1
28470,1,1,1,1,1
28471,1,0,1,1,0
28472,0,1,1,0,1
28473,0,0,1,1,0
28474,1,1,0,1,1
28475,0,1,1,0,0
28476,0,0,0,1,1
28477,0,1,0,0,1
28478,0,1,1,1,0
28479,1,1,1,1,0
28480,1,0,1,1,0
28481,1,0,1,1,0
28482,1,0,1,1,1
28483,0,1,0,1,1
28484,1,0,1,1,0
28485,0,0,0,0,0
28486,0,0,1,0,0
28487,1,0,0,1,1
28488,0,1,0,1,1
28489,0,1,0,1,0
28490,0,1,0,1,0
28491,0,1,0,1,1
28492,1,1,0,0,0
28493,0,1,1,1,0
28494,1,0,1,0,0
28495,1,1,1,1,1
28496,0,1,1,1,1
28497,0,1,0,0,1
28498,0,0,0,1,1
28499,0,1,1,1,1
28500,1,0,1,0,0
28501,0,0,1,0,0
28502,0,0,0,1,1
28503,0,0,0,1,1
28504,1,0,1,1,0
28505,1,0,0,1,1
28506,0,0,0,1,0
28507,0,1,1,0,0
28508,0,1,1,0,0
28509,0,0,1,0,0
28510,0,0,0,0,1
28511,1,1,0,0,1
28512,0,0,0,0,0
28513,0,0,1,1,1
28514,1,1,1,1,0
28515,1,0,0,1,1
28516,0,1,1,0,1
28517,1,0,0,0,0
28518,0,1,1,1,1
28519,0,1,1,1,0
28520,0,1,0,1,1
28521,0,0,1,0,1
28522,1,1,1,1,0
28523,1,0,0,1,0
28524,1,1,1,0,0
28525,0,0,0,0,0
28526,1,0,0,1,0
28527,1,1,1,1,0
28528,0,1,0,0,1
28529,0,0,1,0,0
28530,1,1,1,0,0
28531,0,1,0,1,0
28532,1,0,1,1,1
28533,1,0,1,0,1
28534,1,0,0,1,1
28535,0,0,1,1,1
28536,0,1,0,0,0
28537,0,0,0,0,0
28538,1,0,0,1,1
28539,1,1,1,1,0
28540,0,1,1,1,1
28541,1,1,1,0,1
28542,1,0,0,1,1
28543,0,0,0,1,1
28544,0,0,0,1,0
28545,1,1,1,1,1
28546,1,0,0,0,0
28547,0,0,1,0,1
28548,0,0,1,0,0
28549,1,0,0,1,0
28550,1,0,1,0,1
28551,1,1,1,1,1
28552,0,0,1,1,0
28553,1,0,1,0,0
28554,0,0,1,0,0
28555,0,0,0,0,0
28556,1,0,1,1,0
28557,0,1,1,1,0
28558,0,0,0,0,1
28559,1,0,0,0,0
28560,1,1,0,0,0
28561,1,0,1,1,1
28562,0,0,0,0,1
28563,0,1,1,1,0
28564,1,0,0,0,1
28565,1,0,1,0,0
28566,0,1,0,1,0
28567,0,1,0,0,1
28568,0,1,0,1,0
28569,0,0,0,1,1
28570,0,0,0,0,1
28571,1,1,0,0,1
28572,1,1,1,0,1
28573,0,0,1,1,1
28574,1,0,0,1,1
28575,1,0,1,1,0
28576,1,0,0,0,0
28577,0,1,1,0,0
28578,0,0,1,1,1
28579,1,1,1,1,1
28580,0,0,0,0,0
28581,1,0,1,0,1
28582,1,0,0,1,0
28583,0,1,0,0,1
28584,0,1,0,0,1
28585,0,0,1,1,0
28586,0,1,0,0,1
28587,0,0,1,0,0
28588,1,0,0,1,1
28589,1,1,0,1,0
28590,1,0,1,1,0
28591,0,1,1,0,1
28592,1,1,0,0,0
28593,1,1,0,0,0
28594,1,1,0,1,0
28595,0,1,1,1,1
28596,1,1,0,0,1
28597,1,1,0,1,0
28598,1,1,1,0,0
28599,1,0,1,1,0
28600,1,0,1,1,1
28601,0,0,0,1,1
28602,0,1,0,1,0
28603,1,1,1,0,0
28604,1,1,1,1,0
28605,1,0,1,1,0
28606,0,0,0,1,1
28607,1,1,1,1,0
28608,0,1,0,1,1
28609,0,0,0,1,0
28610,1,1,0,1,1
28611,0,0,0,1,1
28612,1,0,0,0,0
28613,1,0,0,0,0
28614,1,1,1,0,0
28615,1,0,1,0,1
28616,1,1,0,0,0
28617,1,1,0,0,1
28618,1,1,1,1,1
28619,0,0,1,1,0
28620,1,1,1,0,0
28621,1,1,0,0,0
28622,1,0,0,0,0
28623,1,1,0,1,0
28624,0,0,1,0,0
28625,1,0,0,1,0
28626,1,1,0,1,0
28627,0,0,1,0,0
28628,1,0,0,0,0
28629,0,1,0,1,1
28630,1,1,0,0,0
28631,1,0,0,1,1
28632,1,1,1,0,1
28633,1,1,1,0,1
28634,1,1,0,0,1
28635,1,0,1,1,0
28636,1,1,1,1,0
28637,1,1,0,0,0
28638,0,1,0,1,1
28639,1,1,0,0,1
28640,0,0,0,0,0
28641,1,1,0,0,0
28642,1,0,0,0,1
28643,0,1,0,0,1
28644,1,0,0,0,1
28645,0,1,1,0,0
28646,0,0,1,0,0
28647,1,0,1,0,0
28648,1,0,1,0,0
28649,0,1,1,1,0
28650,0,1,1,0,1
28651,0,0,1,1,0
28652,1,1,0,1,0
28653,0,1,1,0,0
28654,1,0,1,0,0
28655,1,1,1,1,1
28656,1,0,0,0,1
28657,0,1,0,0,0
28658,1,1,1,0,0
28659,0,0,1,0,0
28660,1,0,0,1,1
28661,0,1,1,0,1
28662,0,1,1,0,1
28663,0,0,0,0,1
28664,1,1,0,0,0
28665,1,0,0,1,0
28666,0,0,0,1,0
28667,1,1,1,1,0
28668,0,0,1,0,0
28669,1,0,1,0,1
28670,0,1,1,0,1
28671,0,1,1,0,1
28672,0,1,0,1,0
28673,1,0,1,0,0
28674,0,0,1,0,1
28675,1,0,1,0,1
28676,1,1,1,1,1
28677,0,0,0,0,1
28678,0,0,1,0,0
28679,1,0,0,0,0
28680,1,1,0,0,0
28681,1,1,0,1,0
28682,1,0,1,0,1
28683,0,1,0,0,0
28684,0,0,0,0,1
28685,0,1,1,0,1
28686,0,0,1,0,0
28687,0,1,0,1,1
28688,1,0,0,1,0
28689,0,1,0,0,1
28690,0,0,1,0,0
28691,1,0,1,1,0
28692,0,1,0,0,1
28693,0,1,0,1,0
28694,0,0,1,0,1
28695,0,1,0,1,1
28696,1,1,1,0,0
28697,0,1,1,0,0
28698,0,1,1,1,0
28699,1,0,0,1,1
28700,0,0,0,0,0
28701,0,1,0,0,0
28702,1,1,0,0,0
28703,1,0,1,1,0
28704,0,1,0,0,1
28705,1,0,1,1,1
28706,1,0,0,0,1
28707,1,0,1,1,0
28708,1,0,0,1,1
28709,1,0,1,1,1
28710,0,1,1,0,0
28711,1,0,1,1,0
28712,0,0,0,0,1
28713,0,0,0,1,0
28714,1,1,1,1,1
28715,0,0,0,1,0
28716,1,0,1,0,1
28717,0,0,0,1,0
28718,1,1,0,0,0
28719,1,1,0,0,1
28720,0,0,1,0,1
28721,0,0,1,0,0
28722,0,0,1,0,1
28723,1,0,0,0,0
28724,1,0,1,0,0
28725,0,0,0,1,0
28726,0,1,0,0,1
28727,0,0,0,1,1
28728,1,0,0,0,0
28729,1,0,1,0,1
28730,0,1,0,0,1
28731,1,1,1,1,0
28732,0,0,0,0,0
28733,0,1,0,1,0
28734,0,0,1,0,0
28735,0,1,0,0,1
28736,1,1,1,1,0
28737,1,1,1,1,1
28738,0,1,1,0,0
28739,0,0,0,0,0
28740,0,1,1,0,0
28741,1,1,0,1,0
28742,1,1,1,0,0
28743,0,0,1,1,0
28744,1,0,0,0,0
28745,1,0,1,0,0
28746,0,0,1,0,0
28747,1,1,1,0,1
28748,1,1,0,1,1
28749,0,0,1,1,0
28750,0,1,1,0,1
28751,1,1,1,1,1
28752,0,0,1,0,1
28753,0,1,1,1,1
28754,1,0,1,0,1
28755,0,0,1,1,1
28756,0,0,1,1,1
28757,1,0,0,0,0
28758,1,0,1,1,0
28759,0,1,0,0,1
28760,0,1,1,1,1
28761,1,0,0,0,0
28762,0,1,0,0,1
28763,1,1,0,0,1
28764,0,1,1,0,1
28765,0,1,1,0,1
28766,1,1,1,0,1
28767,0,0,0,0,0
28768,0,1,0,0,1
28769,1,0,0,0,0
28770,0,0,0,1,0
28771,0,1,0,0,0
28772,1,0,1,1,0
28773,0,0,1,0,0
28774,1,1,0,1,1
28775,0,1,1,0,1
28776,0,1,1,0,0
28777,1,0,1,1,0
28778,1,0,1,0,0
28779,0,1,0,1,0
28780,1,1,1,1,1
28781,1,1,1,0,1
28782,1,1,0,0,1
28783,0,1,0,0,0
28784,1,0,1,1,1
28785,0,1,0,1,1
28786,0,1,0,1,0
28787,0,0,1,1,0
28788,0,1,0,1,0
28789,0,1,0,1,1
28790,0,0,0,0,1
28791,0,0,0,0,1
28792,1,0,0,1,1
28793,0,0,1,0,0
28794,0,0,0,1,0
28795,1,0,0,1,0
28796,0,1,1,1,1
28797,1,0,1,1,1
28798,0,0,1,0,0
28799,0,1,1,1,1
28800,1,1,0,0,1
28801,1,0,1,1,1
28802,0,1,1,1,1
28803,1,0,1,0,0
28804,1,1,1,1,1
28805,1,1,1,1,0
28806,0,0,0,1,1
28807,0,1,1,0,0
28808,0,0,1,1,1
28809,1,0,0,1,1
28810,1,0,1,1,1
28811,0,0,1,1,0
28812,0,1,1,1,1
28813,0,1,0,1,1
28814,0,1,0,0,1
28815,0,1,1,0,1
28816,0,1,0,1,0
28817,1,0,0,0,0
28818,0,1,0,1,0
28819,1,0,1,1,0
28820,1,0,1,1,0
28821,1,0,1,1,0
28822,0,0,1,1,1
28823,1,0,1,1,1
28824,0,1,1,0,0
28825,0,1,1,0,0
28826,1,1,0,1,0
28827,0,0,1,0,0
28828,1,1,1,0,0
28829,0,1,0,1,1
28830,0,0,1,1,1
28831,0,1,0,1,1
28832,1,1,1,0,1
28833,0,1,0,1,0
28834,1,0,1,1,1
28835,1,0,0,1,0
28836,0,0,0,0,0
28837,1,1,1,1,1
28838,1,1,1,1,0
28839,0,0,0,0,0
28840,0,0,0,0,0
28841,1,1,1,1,1
28842,1,1,1,0,1
28843,0,0,0,0,1
28844,0,1,1,0,1
28845,1,0,0,1,0
28846,0,1,0,0,0
28847,0,0,0,1,1
28848,1,0,0,0,1
28849,0,0,1,1,1
28850,0,0,1,1,1
28851,0,0,0,0,0
28852,0,0,0,0,1
28853,0,1,1,1,0
28854,1,1,0,0,0
28855,1,0,1,0,0
28856,0,0,1,1,0
28857,0,0,1,1,1
28858,0,0,0,0,1
28859,0,1,1,0,1
28860,0,0,0,0,0
28861,1,1,1,1,1
28862,0,1,0,0,1
28863,0,0,1,0,1
28864,1,0,0,1,0
28865,1,1,0,1,1
28866,0,1,1,0,1
28867,1,0,0,1,1
28868,1,1,1,1,0
28869,0,0,1,1,1
28870,0,1,1,1,1
28871,1,1,0,1,1
28872,1,1,1,0,0
28873,0,1,1,1,0
28874,0,1,1,1,0
28875,1,1,1,0,1
28876,1,1,0,1,1
28877,0,0,0,1,1
28878,0,1,0,1,1
28879,1,1,1,1,0
28880,0,1,1,1,0
28881,1,0,1,1,1
28882,0,0,1,0,0
28883,1,0,1,0,1
28884,0,1,0,0,1
28885,1,1,1,0,1
28886,1,1,1,1,1
28887,0,0,0,1,0
28888,1,1,0,0,1
28889,1,0,1,0,0
28890,1,0,1,0,0
28891,0,1,0,0,0
28892,1,0,0,0,1
28893,1,0,0,0,0
28894,1,0,1,1,0
28895,0,1,1,0,1
28896,0,0,0,1,0
28897,0,1,1,0,1
28898,1,0,0,1,1
28899,0,0,1,1,1
28900,0,1,1,0,0
28901,0,1,1,0,1
28902,0,0,0,0,0
28903,1,0,1,0,0
28904,1,1,0,1,0
28905,1,1,1,1,0
28906,1,0,0,0,1
28907,1,0,0,1,0
28908,0,1,1,0,1
28909,0,0,0,1,0
28910,1,0,1,1,0
28911,0,0,1,1,0
28912,1,0,1,1,0
28913,1,0,0,1,1
28914,1,0,1,0,0
28915,0,1,1,0,0
28916,0,1,1,1,1
28917,1,0,0,0,0
28918,0,1,1,0,1
28919,1,0,0,1,0
28920,1,1,0,0,0
28921,0,1,0,0,0
28922,1,0,1,0,0
28923,1,1,1,0,0
28924,1,0,1,0,0
28925,1,1,1,1,1
28926,0,1,1,1,0
28927,0,1,1,0,1
28928,0,0,1,0,0
28929,0,1,1,0,0
28930,0,0,1,1,1
28931,1,1,0,0,1
28932,1,1,1,1,0
28933,0,0,0,1,1
28934,0,1,1,1,1
28935,1,0,1,1,1
28936,0,1,0,0,1
28937,1,0,1,0,1
28938,1,0,0,1,1
28939,0,0,1,0,1
28940,0,1,1,0,0
28941,0,1,1,1,1
28942,1,0,0,1,0
28943,0,0,1,0,0
28944,1,1,0,1,0
28945,0,1,0,1,0
28946,1,1,1,1,0
28947,0,1,0,0,1
28948,1,0,0,1,0
28949,1,0,0,1,0
28950,1,1,1,0,1
28951,1,1,0,0,0
28952,0,1,0,1,0
28953,0,1,1,0,1
28954,0,0,1,1,1
28955,0,0,0,0,1
28956,1,1,1,0,0
28957,1,0,1,0,0
28958,1,1,1,1,0
28959,1,1,1,0,1
28960,1,1,1,1,1
28961,1,1,1,1,1
28962,0,0,0,1,1
28963,1,1,1,1,1
28964,1,0,0,1,0
28965,1,0,0,1,1
28966,1,0,0,0,1
28967,0,1,0,0,0
28968,0,0,1,1,1
28969,1,0,1,1,1
28970,1,1,1,1,1
28971,1,0,1,1,0
28972,1,1,1,0,0
28973,0,1,1,1,1
28974,1,0,0,1,0
28975,0,1,1,0,1
28976,1,0,0,1,1
28977,0,0,0,1,0
28978,0,0,0,1,0
28979,1,1,1,0,0
28980,0,0,1,1,1
28981,0,0,1,0,0
28982,1,1,0,0,0
28983,0,0,1,0,0
28984,0,1,0,0,1
28985,1,0,0,1,0
28986,0,0,1,1,1
28987,1,0,1,0,0
28988,1,1,1,0,0
28989,0,1,1,1,0
28990,1,1,0,1,1
28991,0,0,1,0,1
28992,0,1,0,0,1
28993,1,0,1,1,0
28994,0,0,0,0,0
28995,0,0,1,1,0
28996,0,1,0,0,1
28997,1,0,1,0,1
28998,0,1,0,1,0
28999,0,1,1,1,0
29000,0,1,0,0,0
29001,0,1,0,1,1
29002,1,0,0,0,0
29003,1,0,1,1,1
29004,0,0,1,0,1
29005,0,0,1,1,1
29006,1,1,0,1,1
29007,0,0,1,0,0
29008,1,0,1,0,0
29009,1,1,0,1,0
29010,1,0,1,1,1
29011,1,0,0,1,1
29012,0,0,1,1,0
29013,0,1,0,0,0
29014,1,0,1,0,1
29015,1,0,1,0,0
29016,1,1,0,1,1
29017,1,1,1,1,0
29018,1,1,1,1,1
29019,0,1,1,1,0
29020,0,1,1,0,1
29021,0,1,1,1,1
29022,1,0,0,1,0
29023,0,0,1,0,0
29024,1,1,1,1,0
29025,0,0,1,1,0
29026,1,1,1,0,0
29027,0,0,1,0,1
29028,1,0,1,1,0
29029,1,1,1,0,1
29030,0,0,0,0,1
29031,1,0,0,1,0
29032,0,1,0,1,0
29033,1,0,1,1,0
29034,1,1,0,1,1
29035,1,0,0,1,0
29036,1,1,0,1,1
29037,0,0,1,1,1
29038,1,1,1,0,0
29039,0,1,0,1,0
29040,0,1,1,0,1
29041,0,1,0,0,0
29042,0,0,0,1,1
29043,1,0,0,0,0
29044,1,0,1,1,1
29045,1,1,0,1,1
29046,0,0,0,1,1
29047,1,1,1,0,1
29048,1,0,1,0,0
29049,1,0,0,0,1
29050,1,0,0,1,1
29051,0,0,0,0,0
29052,0,0,0,1,0
29053,0,0,1,0,1
29054,1,0,1,0,0
29055,1,1,0,1,0
29056,0,0,1,0,0
29057,0,1,0,1,0
29058,1,1,0,1,0
29059,1,1,1,1,1
29060,0,0,0,1,1
29061,0,1,0,1,0
29062,0,1,1,1,0
29063,0,0,0,0,0
29064,1,1,1,1,1
29065,0,0,1,1,1
29066,0,1,0,0,1
29067,0,0,0,1,0
29068,0,0,0,0,0
29069,0,1,0,1,1
29070,0,1,0,1,1
29071,0,0,0,1,1
29072,1,0,1,0,0
29073,1,1,0,1,0
29074,0,1,0,1,0
29075,0,1,0,0,0
29076,0,0,1,0,0
29077,0,1,0,1,1
29078,0,1,0,1,0
29079,0,1,0,1,1
29080,1,1,0,0,1
29081,1,1,0,0,0
29082,1,1,1,0,1
29083,1,1,0,1,1
29084,0,1,0,0,1
29085,0,0,1,1,1
29086,0,1,1,1,0
29087,0,1,1,1,1
29088,1,1,0,0,1
29089,1,0,0,0,0
29090,0,1,0,1,1
29091,0,0,0,1,1
29092,0,1,0,0,1
29093,0,0,1,0,1
29094,0,1,1,0,1
29095,1,1,1,0,1
29096,1,1,0,1,1
29097,0,1,0,1,1
29098,1,0,1,0,1
29099,1,1,1,1,1
29100,1,1,0,1,0
29101,1,1,1,0,0
29102,0,1,0,0,1
29103,1,1,0,0,1
29104,0,1,1,1,1
29105,0,0,0,0,1
29106,0,0,0,1,0
29107,1,0,1,0,1
29108,0,0,1,1,0
29109,1,0,0,0,1
29110,1,0,0,1,1
29111,1,0,1,1,0
29112,1,1,0,0,1
29113,0,0,1,1,1
29114,1,1,0,0,0
29115,0,0,1,0,1
29116,1,1,1,0,1
29117,0,1,1,0,1
29118,0,0,0,0,1
29119,0,1,0,0,0
29120,1,1,0,0,0
29121,0,0,0,0,0
29122,0,0,0,1,0
29123,0,0,0,0,0
29124,1,1,1,0,1
29125,0,0,0,1,0
29126,0,0,0,0,0
29127,1,0,1,1,0
29128,0,1,1,1,1
29129,0,0,1,0,0
29130,1,1,0,1,1
29131,1,0,0,0,0
29132,1,0,1,1,0
29133,0,0,0,1,0
29134,1,0,1,0,0
29135,1,0,0,0,1
29136,1,1,0,0,0
29137,1,1,1,0,0
29138,0,1,1,0,0
29139,1,0,0,0,0
29140,1,0,0,0,0
29141,0,0,0,1,1
29142,0,1,1,1,0
29143,1,1,1,1,1
29144,0,1,1,0,0
29145,1,0,0,0,1
29146,1,1,0,1,0
29147,0,0,1,1,1
29148,1,0,0,1,0
29149,0,0,0,1,1
29150,1,1,0,1,0
29151,0,0,1,1,0
29152,1,0,1,1,0
29153,1,1,0,0,0
29154,0,0,1,0,0
29155,0,1,0,0,1
29156,0,1,0,1,0
29157,0,0,0,1,0
29158,0,1,0,0,1
29159,1,0,0,0,1
29160,0,1,1,1,0
29161,0,0,1,0,1
29162,1,1,1,1,0
29163,0,0,0,1,0
29164,1,0,1,0,0
29165,0,0,0,1,1
29166,0,1,0,0,1
29167,1,0,0,1,1
29168,0,1,1,0,1
29169,0,1,1,0,0
29170,0,0,1,0,1
29171,1,0,1,0,0
29172,0,0,0,1,0
29173,1,0,0,0,0
29174,1,0,0,1,1
29175,0,0,0,0,1
29176,1,0,0,0,0
29177,1,0,0,0,1
29178,1,0,0,1,0
29179,1,1,1,0,1
29180,1,0,1,1,1
29181,1,0,1,1,0
29182,0,1,0,0,1
29183,1,1,1,0,1
29184,0,0,0,0,0
29185,1,0,0,0,1
29186,0,0,0,0,0
29187,0,1,1,0,0
29188,1,0,0,0,1
29189,0,1,1,0,1
29190,0,0,1,0,0
29191,0,0,0,0,0
29192,1,0,0,0,0
29193,1,1,1,1,0
29194,0,1,1,1,1
29195,1,1,0,0,0
29196,0,1,1,1,0
29197,0,0,0,0,0
29198,1,1,1,1,0
29199,1,0,0,1,0
29200,1,0,0,1,1
29201,1,1,1,1,0
29202,1,0,1,0,1
29203,0,1,0,1,1
29204,1,1,1,0,0
29205,1,0,1,0,0
29206,0,1,1,1,0
29207,0,1,0,0,1
29208,1,1,1,0,1
29209,1,0,0,0,1
29210,1,1,0,1,1
29211,0,1,0,1,1
29212,1,0,0,0,1
29213,1,1,1,1,0
29214,1,0,1,0,1
29215,0,0,0,1,0
29216,1,1,0,1,1
29217,1,0,0,1,1
29218,1,1,1,1,0
29219,1,1,1,1,1
29220,1,1,1,1,0
29221,0,1,1,1,0
29222,0,1,0,1,0
29223,0,0,1,0,0
29224,1,0,0,0,1
29225,1,0,0,0,0
29226,0,0,1,1,0
29227,0,0,1,1,0
29228,1,1,1,1,0
29229,1,1,0,0,0
29230,1,0,1,1,0
29231,0,0,0,0,1
29232,1,1,1,0,0
29233,1,1,0,0,0
29234,1,1,0,1,1
29235,1,1,0,0,1
29236,0,1,0,0,0
29237,1,0,0,1,1
29238,1,1,0,0,0
29239,0,0,0,1,1
29240,1,0,0,0,1
29241,1,0,1,0,1
29242,1,0,1,1,1
29243,0,0,1,0,0
29244,0,0,0,0,1
29245,1,1,0,0,1
29246,0,0,1,1,0
29247,0,0,1,0,0
29248,0,0,0,0,0
29249,1,0,1,0,1
29250,0,0,1,0,0
29251,1,1,0,1,0
29252,1,0,1,1,1
29253,0,1,0,1,0
29254,0,0,1,0,1
29255,1,1,1,1,0
29256,1,1,0,1,1
29257,1,0,1,1,0
29258,1,1,1,1,1
29259,1,0,1,1,0
29260,1,1,1,1,0
29261,0,0,1,1,0
29262,1,0,1,0,1
29263,1,1,0,1,0
29264,1,1,0,0,1
29265,1,0,0,0,0
29266,0,0,0,1,1
29267,1,1,1,0,0
29268,0,0,1,0,0
29269,0,1,0,0,0
29270,0,0,1,0,0
29271,0,0,1,1,1
29272,0,1,0,1,1
29273,0,0,1,0,1
29274,0,0,1,0,1
29275,1,0,0,0,0
29276,1,0,1,0,0
29277,1,0,1,1,0
29278,1,1,1,1,1
29279,0,0,0,1,0
29280,1,1,1,1,1
29281,0,1,1,1,0
29282,0,1,1,0,0
29283,1,1,1,0,0
29284,0,1,1,0,0
29285,0,0,0,0,1
29286,0,1,0,1,1
29287,0,0,1,1,0
29288,0,1,1,1,0
29289,1,0,0,0,1
29290,0,0,1,1,1
29291,0,0,0,1,1
29292,1,1,0,0,0
29293,1,1,1,1,1
29294,0,1,0,1,0
29295,1,0,1,0,0
29296,0,0,0,1,0
29297,1,1,0,0,1
29298,1,0,0,1,0
29299,0,0,0,0,1
29300,0,0,0,1,1
29301,0,1,1,0,1
29302,0,0,0,1,0
29303,0,1,0,0,1
29304,1,0,0,1,1
